timestamp,open,high,low,close,volume,turnover
2024-01-09 07:00:00,46801.4,46957.0,46750.0,46855.0,2516.916,117954036.2986
2024-01-09 06:00:00,46741.4,46853.0,46690.9,46801.4,2090.01,97787728.042
2024-01-09 05:00:00,46823.8,46878.0,46624.0,46741.4,3002.479,140264286.7112
2024-01-09 04:00:00,46949.2,46966.8,46681.7,46823.8,3066.028,143513110.5435
2024-01-09 03:00:00,46802.0,47009.3,46770.0,46949.2,4247.463,199261046.8597
2024-01-09 02:00:00,46589.2,46812.6,46510.0,46802.0,3418.572,159623293.7673
2024-01-09 01:00:00,46700.0,46820.2,46324.0,46589.2,7237.874,337108202.9947
2024-01-09 00:00:00,46972.8,47164.0,46261.0,46700.0,12202.001,569500881.8802
2024-01-08 23:00:00,47015.4,47125.9,46844.2,46972.8,3191.971,149955366.8388
2024-01-08 22:00:00,47082.0,47134.6,46822.3,47015.4,3456.915,162324573.3149
2024-01-08 21:00:00,46799.9,47238.3,46666.6,47082.0,6678.924,313994415.8718
2024-01-08 20:00:00,47005.9,47180.0,46726.3,46799.9,7547.419,354396306.531
2024-01-08 19:00:00,46981.2,47318.3,46550.0,47005.9,17799.604,835803824.5957
2024-01-08 18:00:00,45648.0,47033.0,45648.0,46981.2,37747.778,1749623250.5205
2024-01-08 17:00:00,44943.1,45683.0,44900.0,45648.0,12733.765,577542152.498
2024-01-08 16:00:00,44975.3,45170.0,44791.0,44943.1,6835.379,307453688.2891
2024-01-08 15:00:00,44798.7,45413.0,44465.0,44975.3,15066.649,677621676.2259
2024-01-08 14:00:00,44925.9,45112.9,44672.1,44798.7,6227.585,279801553.1286
2024-01-08 13:00:00,45118.0,45183.5,44820.2,44925.9,10487.396,472008575.638
2024-01-08 12:00:00,44653.9,45211.1,44296.1,45118.0,29919.653,1341776121.9539
2024-01-08 11:00:00,44100.0,44749.3,43906.1,44653.9,14930.271,661526511.6238
2024-01-08 10:00:00,43731.6,44148.0,43698.9,44100.0,4495.324,197630979.3274
2024-01-08 09:00:00,43870.0,43924.6,43640.1,43731.6,3067.786,134335574.7076
2024-01-08 08:00:00,43979.0,44079.9,43853.1,43870.0,2137.348,93989883.5805
2024-01-08 07:00:00,43920.3,44088.0,43789.4,43979.0,3928.632,172617401.5349
2024-01-08 06:00:00,43654.0,44444.0,43605.6,43920.3,15992.787,704139389.9728
2024-01-08 05:00:00,43611.9,43669.6,43486.0,43654.0,2549.473,111129673.3933
2024-01-08 04:00:00,43527.7,43625.0,43446.5,43611.9,2586.941,112648421.0559
2024-01-08 03:00:00,43363.0,43572.6,43213.1,43527.7,5559.21,241286539.4523
2024-01-08 02:00:00,43716.0,43805.0,43136.9,43363.0,8632.148,375115222.2589
2024-01-08 01:00:00,43641.9,43819.8,43610.8,43716.0,2339.577,102313934.0445
2024-01-08 00:00:00,43936.2,43997.7,43630.2,43641.9,4709.897,206293669.9727
2024-01-07 23:00:00,43863.2,44028.7,43577.0,43936.2,7650.394,335034406.4017
2024-01-07 22:00:00,44243.9,44243.9,43768.9,43863.2,5474.911,240616842.9342
2024-01-07 21:00:00,44125.0,44263.2,44112.4,44243.9,1867.4,82531422.6581
2024-01-07 20:00:00,44249.9,44280.0,44120.0,44125.0,1263.594,55839111.7194
2024-01-07 19:00:00,44106.5,44272.9,44042.3,44249.9,1927.435,85130411.7129
2024-01-07 18:00:00,44070.9,44189.9,44037.9,44106.5,1815.004,80104860.549
2024-01-07 17:00:00,43922.8,44118.9,43639.6,44070.9,5499.799,241482501.4785
2024-01-07 16:00:00,44061.0,44204.7,43835.9,43922.8,5145.41,226510515.9475
2024-01-07 15:00:00,44418.9,44444.0,43935.0,44061.0,6793.992,299870656.1955
2024-01-07 14:00:00,44426.7,44509.6,44286.0,44418.9,4205.604,186709718.8261
2024-01-07 13:00:00,44102.5,44468.3,44084.9,44426.7,6941.211,307693287.8417
2024-01-07 12:00:00,44076.9,44160.5,43971.1,44102.5,1871.915,82506351.3224
2024-01-07 11:00:00,43974.0,44138.9,43973.6,44076.9,1732.855,76358956.6012
2024-01-07 10:00:00,43945.7,44008.5,43922.3,43974.0,977.617,42980742.9347
2024-01-07 09:00:00,44031.4,44082.0,43885.6,43945.7,2320.086,102021751.9512
2024-01-07 08:00:00,44092.0,44182.5,44020.0,44031.4,1967.53,86795666.8867
2024-01-07 07:00:00,44031.4,44112.8,43996.1,44092.0,1401.213,61743994.2904
2024-01-07 06:00:00,43899.5,44111.0,43858.8,44031.4,2056.233,90447371.3179
2024-01-07 05:00:00,44003.9,44078.7,43850.8,43899.5,1253.966,55117803.6292
2024-01-07 04:00:00,43944.7,44048.0,43890.0,44003.9,1029.308,45256177.0835
2024-01-07 03:00:00,43940.6,44045.4,43911.0,43944.7,1249.782,54955454.5931
2024-01-07 02:00:00,43970.8,44100.0,43840.8,43940.6,2713.349,119264634.698
2024-01-07 01:00:00,44129.2,44171.4,43966.6,43970.8,2044.55,90112823.2027
2024-01-07 00:00:00,43972.4,44285.0,43914.4,44129.2,4457.738,196625147.7119
2024-01-06 23:00:00,43882.0,43992.5,43722.5,43972.4,1558.539,68345035.678
2024-01-06 22:00:00,43893.5,43930.0,43739.7,43882.0,1428.847,62654203.3362
2024-01-06 21:00:00,43825.6,43949.4,43714.2,43893.5,1884.568,82638702.1132
2024-01-06 20:00:00,43914.0,43967.8,43548.5,43825.6,4145.24,181514667.8317
2024-01-06 19:00:00,44009.9,44028.0,43832.6,43914.0,1939.081,85149907.639
2024-01-06 18:00:00,43974.4,44168.6,43885.0,44009.9,3566.988,157061804.9735
2024-01-06 17:00:00,43880.1,44020.0,43849.5,43974.4,1701.751,74782680.7123
2024-01-06 16:00:00,43872.1,43981.0,43833.0,43880.1,1930.698,84777857.3169
2024-01-06 15:00:00,43839.2,43908.0,43793.5,43872.1,1441.303,63217023.6848
2024-01-06 14:00:00,43715.2,43935.5,43715.0,43839.2,4277.677,187571892.3956
2024-01-06 13:00:00,43621.4,43750.0,43550.0,43715.2,1551.174,67739440.9691
2024-01-06 12:00:00,43683.6,43765.0,43525.5,43621.4,2019.197,88146063.8559
2024-01-06 11:00:00,43709.0,43720.0,43630.0,43683.6,944.294,41243055.3146
2024-01-06 10:00:00,43669.0,43789.9,43599.1,43709.0,1540.521,67299736.3513
2024-01-06 09:00:00,43715.8,43783.6,43654.0,43669.0,1376.433,60173844.5914
2024-01-06 08:00:00,43671.1,43775.0,43574.1,43715.8,2426.426,105963958.5048
2024-01-06 07:00:00,43472.1,43688.0,43400.7,43671.1,3573.92,155589735.9811
2024-01-06 06:00:00,43710.8,43715.8,43440.0,43472.1,3779.834,164714439.0479
2024-01-06 05:00:00,43860.2,43882.8,43603.0,43710.8,3726.614,163027144.6575
2024-01-06 04:00:00,43934.0,43977.5,43841.7,43860.2,931.363,40889955.2255
2024-01-06 03:00:00,43903.1,44027.9,43814.2,43934.0,1758.206,77224991.4187
2024-01-06 02:00:00,43977.8,44024.6,43835.1,43903.1,2245.474,98606062.8644
2024-01-06 01:00:00,44072.7,44100.0,43910.0,43977.8,1998.585,87935278.1931
2024-01-06 00:00:00,44156.8,44229.4,43979.3,44072.7,2575.357,113583010.9176
2024-01-05 23:00:00,43975.9,44353.0,43973.8,44156.8,5912.38,261143541.693
2024-01-05 22:00:00,43957.7,44068.5,43762.4,43975.9,2527.093,110991899.0039
2024-01-05 21:00:00,43965.7,43977.9,43569.3,43957.7,7126.708,312011328.6136
2024-01-05 20:00:00,43612.3,44436.4,43612.2,43965.7,15346.755,675706079.677
2024-01-05 19:00:00,43619.8,43836.3,43527.8,43612.3,3907.046,170644445.7692
2024-01-05 18:00:00,43611.3,43716.3,43408.3,43619.8,3604.012,157028874.3926
2024-01-05 17:00:00,43224.4,43637.1,43076.0,43611.3,7645.746,331546829.2605
2024-01-05 16:00:00,43516.1,43600.0,43215.6,43224.4,7599.279,329896888.5676
2024-01-05 15:00:00,43499.9,43827.1,43359.5,43516.1,8438.589,368002510.4262
2024-01-05 14:00:00,44000.4,44085.0,42972.2,43499.9,19470.044,848362928.3905
2024-01-05 13:00:00,43908.1,44129.4,43709.2,44000.4,6903.595,303074149.382
2024-01-05 12:00:00,43786.0,44300.0,43621.0,43908.1,8728.414,383598900.1898
2024-01-05 11:00:00,43640.8,43931.0,43612.4,43786.0,5528.117,242185999.8069
2024-01-05 10:00:00,44168.0,44175.0,43465.7,43640.8,7696.632,337380139.3781
2024-01-05 09:00:00,43932.8,44391.2,43932.8,44168.0,12655.141,558742949.1687
2024-01-05 08:00:00,43793.8,43973.9,43788.0,43932.8,2558.441,112240119.0452
2024-01-05 07:00:00,43862.9,43950.0,43730.4,43793.8,3248.466,142405090.9403
2024-01-05 06:00:00,43658.6,43940.0,43585.8,43862.9,4042.024,176899535.7285
2024-01-05 05:00:00,43602.9,43741.5,43516.8,43658.6,3789.941,165397814.925
2024-01-05 04:00:00,43472.0,43646.7,43163.4,43602.9,6468.852,280851716.9225
2024-01-05 03:00:00,43512.1,43862.8,43410.5,43472.0,6031.197,263106332.62
2024-01-05 02:00:00,43389.5,44019.3,43300.0,43512.1,11569.425,504286765.6268
2024-01-05 01:00:00,44220.5,44293.0,42181.0,43389.5,28450.067,1231213225.5033
2024-01-05 00:00:00,44156.3,44260.0,43956.1,44220.5,5108.638,225486127.2759
2024-01-04 23:00:00,44336.0,44379.2,44037.0,44156.3,4553.169,201346342.8721
2024-01-04 22:00:00,44456.0,44773.4,44164.3,44336.0,9821.855,437007851.453
2024-01-04 21:00:00,44137.8,44814.9,44131.2,44456.0,13433.702,596552976.3875
2024-01-04 20:00:00,43962.8,44875.5,43910.1,44137.8,14690.304,651830883.3628
2024-01-04 19:00:00,44074.9,44477.9,43930.8,43962.8,11312.166,500459621.0924
2024-01-04 18:00:00,44010.9,44187.2,43891.6,44074.9,3791.04,167036958.0831
2024-01-04 17:00:00,43941.8,44270.6,43840.0,44010.9,7903.554,348143646.3343
2024-01-04 16:00:00,44089.9,44175.5,43806.1,43941.8,9417.534,413865589.0349
2024-01-04 15:00:00,43703.7,44390.0,43622.8,44089.9,20745.342,913625150.2705
2024-01-04 14:00:00,43375.7,43800.0,43269.9,43703.7,9383.868,408471855.1397
2024-01-04 13:00:00,43399.9,43532.8,43183.3,43375.7,5487.558,238041331.2821
2024-01-04 12:00:00,43205.0,43490.0,43121.4,43399.9,7727.44,334733764.8608
2024-01-04 11:00:00,43104.0,43268.9,42955.9,43205.0,3750.629,161837582.7244
2024-01-04 10:00:00,43038.9,43130.6,42677.4,43104.0,5803.599,249175653.0781
2024-01-04 09:00:00,42878.9,43121.0,42878.8,43038.9,2733.749,117569660.5573
2024-01-04 08:00:00,42795.3,42999.8,42750.0,42878.9,4101.862,175883080.8807
2024-01-04 07:00:00,43185.6,43299.1,42773.0,42795.3,9475.043,407691615.9003
2024-01-04 06:00:00,43214.4,43257.1,43111.0,43185.6,2119.909,91552231.468
2024-01-04 05:00:00,43188.5,43317.1,43100.2,43214.4,2348.459,101459386.129
2024-01-04 04:00:00,43141.4,43247.6,43000.0,43188.5,2311.476,99665363.5278
2024-01-04 03:00:00,43173.7,43247.7,43031.5,43141.4,2873.57,123989315.9278
2024-01-04 02:00:00,42731.0,43270.0,42710.1,43173.7,4445.951,191303392.7316
2024-01-04 01:00:00,42901.9,42959.4,42637.0,42731.0,3308.845,141443700.6196
2024-01-04 00:00:00,42871.9,43019.0,42779.4,42901.9,3137.349,134583383.5289
2024-01-03 23:00:00,42783.8,42876.9,42606.9,42871.9,2177.864,93095275.6405
2024-01-03 22:00:00,42954.5,42975.4,42621.7,42783.8,3304.367,141505531.6055
2024-01-03 21:00:00,42748.0,42995.0,42604.0,42954.5,4423.524,189472664.0169
2024-01-03 20:00:00,42616.6,42878.4,42535.2,42748.0,4854.342,207400276.4796
2024-01-03 19:00:00,42280.3,43062.0,42179.6,42616.6,12972.291,552891194.301
2024-01-03 18:00:00,42929.2,43098.9,41728.4,42280.3,16108.558,683219735.8442
2024-01-03 17:00:00,43031.9,43080.0,42512.0,42929.2,9098.126,389408443.1758
2024-01-03 16:00:00,43011.3,43615.5,42768.3,43031.9,22601.014,976828285.987
2024-01-03 15:00:00,42205.9,43077.9,42196.1,43011.3,14851.06,633824678.2665
2024-01-03 14:00:00,42559.5,42565.5,42051.4,42205.9,10923.607,461600420.0061
2024-01-03 13:00:00,42797.1,42828.0,42316.1,42559.5,14333.067,609781602.7037
2024-01-03 12:00:00,43736.2,43749.9,40210.0,42797.1,117274.089,4924818214.3729
2024-01-03 11:00:00,45186.0,45211.0,43434.7,43736.2,42463.983,1879707681.2678
2024-01-03 10:00:00,45383.0,45431.0,45079.0,45186.0,4024.037,181988602.7313
2024-01-03 09:00:00,45231.7,45567.8,45212.5,45383.0,5578.414,253211857.0258
2024-01-03 08:00:00,45044.0,45236.1,45036.6,45231.7,3291.135,148547654.4347
2024-01-03 07:00:00,45366.0,45426.3,44971.0,45044.0,4504.15,203416544.5511
2024-01-03 06:00:00,45206.1,45414.0,45195.0,45366.0,2357.874,106827347.9319
2024-01-03 05:00:00,45226.4,45336.4,45158.7,45206.1,1593.278,72126577.8891
2024-01-03 04:00:00,45309.2,45320.1,45154.3,45226.4,1280.242,57899091.6214
2024-01-03 03:00:00,45323.0,45359.7,45201.3,45309.2,1436.861,65057417.0344
2024-01-03 02:00:00,45367.7,45476.0,45258.7,45323.0,2404.027,109053003.7808
2024-01-03 01:00:00,45183.1,45390.7,45137.2,45367.7,2759.04,124880492.1003
2024-01-03 00:00:00,44989.0,45255.0,44909.8,45183.1,3602.603,162431514.5766
2024-01-02 23:00:00,45024.9,45099.3,44831.8,44989.0,2822.585,126921421.9685
2024-01-02 22:00:00,45177.6,45369.9,44879.0,45024.9,5272.773,238111863.7012
2024-01-02 21:00:00,44823.8,45177.7,44633.0,45177.6,8366.57,375659657.1888
2024-01-02 20:00:00,45088.6,45227.4,44763.1,44823.8,5715.518,257095056.5854
2024-01-02 19:00:00,45202.6,45297.2,44795.7,45088.6,6189.442,278457023.41
2024-01-02 18:00:00,45014.4,45320.5,44990.6,45202.6,4516.388,203923577.4357
2024-01-02 17:00:00,45408.8,45428.5,44981.0,45014.4,4812.876,217379007.8819
2024-01-02 16:00:00,45230.3,45455.0,44935.8,45408.8,7851.995,354949812.1793
2024-01-02 15:00:00,45301.3,45369.9,44868.2,45230.3,11672.408,526886670.5141
2024-01-02 14:00:00,45699.6,45864.3,45039.1,45301.3,13280.197,603431144.961
2024-01-02 13:00:00,45365.3,45770.0,45333.2,45699.6,5280.287,240740876.1131
2024-01-02 12:00:00,45495.9,45669.9,45326.7,45365.3,5606.18,255030120.1261
2024-01-02 11:00:00,45658.7,45772.0,45242.3,45495.9,6793.223,308843179.2473
2024-01-02 10:00:00,45731.6,45774.2,45500.0,45658.7,5303.585,241982684.0823
2024-01-02 09:00:00,45817.9,45946.5,45683.8,45731.6,5245.819,240268395.9936
2024-01-02 08:00:00,45500.0,45927.0,45372.7,45817.9,11023.565,504240452.5105
2024-01-02 07:00:00,45203.1,45792.8,45203.1,45500.0,9055.449,412152428.413
2024-01-02 06:00:00,45220.0,45350.0,45170.0,45203.1,2035.927,92160701.6875
2024-01-02 05:00:00,45219.9,45368.5,45160.0,45220.0,2833.337,128260983.2316
2024-01-02 04:00:00,45434.1,45485.2,45201.6,45219.9,4935.6,223743944.2153
2024-01-02 03:00:00,45430.1,45578.9,45131.1,45434.1,9517.238,431743504.2989
2024-01-02 02:00:00,44929.4,45440.0,44929.4,45430.1,6549.609,295999015.8956
2024-01-02 01:00:00,45187.9,45493.6,44744.5,44929.4,11581.241,522276568.2614
2024-01-02 00:00:00,44235.5,45376.1,44208.7,45187.9,24268.271,1085964133.8931
2024-01-01 23:00:00,43579.6,44284.9,43579.5,44235.5,12697.696,558822825.0947
2024-01-01 22:00:00,43677.7,43726.4,43421.8,43579.6,3014.063,131252975.8913
2024-01-01 21:00:00,43753.4,43855.1,43528.5,43677.7,3978.033,173775943.2765
2024-01-01 20:00:00,43570.1,43909.5,43566.6,43753.4,9272.61,405617567.9288
2024-01-01 19:00:00,43153.8,43604.0,43140.7,43570.1,6668.097,289415040.1985
2024-01-01 18:00:00,42852.4,43279.0,42852.3,43153.8,7712.586,332495893.6479
2024-01-01 17:00:00,42774.3,42868.0,42750.0,42852.4,1114.03,47686461.3384
2024-01-01 16:00:00,42825.1,42909.1,42707.1,42774.3,1950.463,83510478.5986
2024-01-01 15:00:00,42651.0,42890.0,42617.6,42825.1,2622.198,112181028.926
2024-01-01 14:00:00,42760.3,42760.3,42605.4,42651.0,1814.759,77427380.815
2024-01-01 13:00:00,42690.6,42787.5,42651.1,42760.3,1117.358,47739190.7195
2024-01-01 12:00:00,42735.1,42820.0,42657.1,42690.6,2067.997,88409418.4198
2024-01-01 11:00:00,42731.4,42809.6,42645.6,42735.1,1903.864,81346593.1397
2024-01-01 10:00:00,42696.9,42796.1,42656.9,42731.4,2127.375,90888986.4814
2024-01-01 09:00:00,42596.1,42739.8,42574.1,42696.9,2249.746,95997895.499
2024-01-01 08:00:00,42531.7,42599.6,42492.7,42596.1,1274.532,54228928.2511
2024-01-01 07:00:00,42431.7,42533.0,42431.6,42531.7,1373.99,58396205.205
2024-01-01 06:00:00,42280.9,42467.8,42248.5,42431.7,1117.49,47356241.4482
2024-01-01 05:00:00,42446.3,42450.0,42211.2,42280.9,1749.233,74039208.443
2024-01-01 04:00:00,42384.1,42448.0,42250.5,42446.3,1800.157,76253111.4863
2024-01-01 03:00:00,42631.8,42641.4,42271.5,42384.1,3499.277,148488084.347
2024-01-01 02:00:00,42661.3,42691.9,42550.8,42631.8,1651.447,70384296.4473
2024-01-01 01:00:00,42517.4,42842.9,42475.1,42661.3,3308.231,141296220.3691
2024-01-01 00:00:00,42324.8,42610.9,42300.2,42517.4,3038.207,129022621.2567
